Age,Gender,MaritalStatus,Occupation,IncomeLevel,Education,Location,FamilySize,DrivingScore,ClaimHistory,VehicleType,VehicleAge,AnnualMileage,PreviousPolicy,RiskAppetite,CoverageAmount,PremiumBudget,TenurePreference,AddonsInterested,RecommendedProduct
61,Female,Married,Salaried,High,High School,Urban,2,46,No,Bike,4,18982,Own Damage,Low,300000,10000,3,Zero Depreciation,Third-Party
68,Male,Married,Self-Employed,Low,Doctorate,Rural,3,52,No,Commercial,5,44949,Comprehensive,High,1000000,10000,5,NCB Protection,Own Damage + Add-ons
38,Male,Married,Self-Employed,High,High School,Urban,2,87,No,Car,14,28759,Comprehensive,Low,1000000,25000,3,NCB Protection,Third-Party
61,Male,Married,Retired,Low,Doctorate,Rural,1,63,No,Bike,16,6159,Third-Party,High,1000000,20000,5,Engine Protection,Third-Party
44,Male,Single,Self-Employed,Medium,High School,Urban,2,87,No,SUV,15,14675,Comprehensive,High,500000,30000,1,None,Third-Party
47,Female,Single,Student,Medium,High School,Rural,3,63,Yes,Bike,14,29191,Comprehensive,Low,500000,30000,3,None,Third-Party
24,Male,Single,Salaried,High,Doctorate,Metro,2,73,Yes,SUV,19,34351,Third-Party,High,500000,25000,1,Roadside Assistance,Third-Party
54,Male,Married,Self-Employed,Medium,High School,Urban,3,78,Yes,Car,11,27541,Comprehensive,Low,1000000,25000,5,None,Third-Party
32,Female,Single,Retired,High,Graduate,Rural,1,43,Yes,SUV,10,29768,Third-Party,Medium,200000,20000,3,Engine Protection,Third-Party
33,Female,Married,Retired,Medium,High School,Urban,4,59,No,Car,3,9565,Own Damage,Low,200000,5000,5,NCB Protection,Third-Party
60,Male,Married,Student,Medium,Postgraduate,Urban,5,52,No,Car,12,13684,Own Damage,Low,200000,10000,5,Zero Depreciation,Third-Party
37,Female,Married,Student,Medium,Doctorate,Rural,5,96,No,SUV,10,10196,Own Damage,Medium,500000,15000,1,NCB Protection,Third-Party
66,Male,Single,Retired,High,Doctorate,Rural,5,94,No,Car,18,49103,Own Damage,High,500000,5000,1,Zero Depreciation,Third-Party
55,Male,Married,Self-Employed,Medium,Doctorate,Urban,1,99,Yes,Car,8,37694,Own Damage,Low,200000,5000,1,Roadside Assistance,Third-Party
37,Male,Married,Salaried,High,Graduate,Urban,1,92,Yes,SUV,9,23610,Third-Party,Low,1000000,5000,5,Roadside Assistance,Own Damage + Add-ons
39,Male,Married,Retired,High,Postgraduate,Rural,3,69,Yes,Car,0,28174,Third-Party,High,200000,15000,1,Roadside Assistance,Third-Party
23,Male,Married,Salaried,Low,High School,Metro,1,76,No,SUV,0,19426,Comprehensive,Medium,200000,10000,1,NCB Protection,Own Damage + Add-ons
61,Male,Single,Retired,Medium,Postgraduate,Urban,4,62,No,SUV,13,5786,Comprehensive,High,100000,5000,3,Engine Protection,Third-Party
69,Male,Single,Student,Low,Doctorate,Urban,3,83,Yes,Car,15,26780,Own Damage,Medium,500000,25000,3,None,Third-Party
57,Female,Married,Student,Low,Postgraduate,Rural,4,52,No,Bike,9,31620,Own Damage,High,100000,15000,1,Zero Depreciation,Third-Party
37,Female,Married,Retired,High,Doctorate,Urban,4,80,No,Commercial,19,17236,Comprehensive,High,100000,30000,1,Engine Protection,Third-Party
22,Female,Single,Student,Medium,Doctorate,Metro,2,87,No,Commercial,0,36067,Own Damage,Medium,300000,20000,1,None,Comprehensive
28,Male,Married,Self-Employed,Low,Graduate,Urban,5,77,No,Commercial,12,12129,Third-Party,Medium,100000,30000,1,Zero Depreciation,Third-Party
19,Female,Married,Retired,Medium,Doctorate,Urban,4,97,No,SUV,6,20976,Third-Party,High,1000000,10000,5,NCB Protection,Own Damage + Add-ons
47,Male,Married,Salaried,Medium,Postgraduate,Urban,5,94,Yes,Car,19,29445,Own Damage,High,200000,25000,5,Zero Depreciation,Third-Party
25,Female,Married,Self-Employed,High,Graduate,Metro,3,84,Yes,Car,16,23684,Third-Party,Medium,300000,15000,3,NCB Protection,Third-Party
57,Male,Married,Salaried,High,Postgraduate,Metro,5,53,No,Bike,16,37166,Comprehensive,Low,1000000,15000,1,None,Third-Party
25,Male,Married,Retired,Low,Postgraduate,Metro,1,75,No,SUV,12,36558,Third-Party,High,300000,30000,3,Engine Protection,Third-Party
34,Male,Married,Student,Low,High School,Rural,5,96,Yes,Bike,5,37132,Own Damage,High,300000,20000,5,Zero Depreciation,Third-Party
56,Female,Single,Salaried,High,Postgraduate,Rural,1,95,No,SUV,5,13017,Third-Party,Low,300000,15000,1,None,Own Damage + Add-ons
52,Male,Single,Self-Employed,Low,Graduate,Metro,2,80,No,Car,8,39764,Own Damage,Medium,100000,10000,1,Roadside Assistance,Third-Party
47,Female,Single,Student,Low,High School,Rural,2,44,Yes,SUV,16,32950,Own Damage,High,1000000,25000,5,Engine Protection,Third-Party
18,Female,Married,Salaried,Medium,Doctorate,Rural,4,50,No,Car,7,35829,Third-Party,Medium,300000,15000,3,Roadside Assistance,Third-Party
22,Male,Single,Self-Employed,Low,High School,Urban,1,55,No,Commercial,5,46760,Own Damage,Low,300000,20000,5,Roadside Assistance,Own Damage + Add-ons
33,Male,Single,Student,Low,High School,Rural,1,51,No,Car,10,41014,Third-Party,Medium,200000,10000,3,Engine Protection,Third-Party
53,Female,Married,Salaried,Low,High School,Rural,5,56,Yes,Bike,12,41103,Comprehensive,Medium,100000,15000,1,Zero Depreciation,Third-Party
32,Female,Single,Salaried,High,High School,Urban,2,70,No,Commercial,8,20670,Own Damage,Low,500000,5000,5,None,Own Damage + Add-ons
66,Male,Married,Self-Employed,Medium,Postgraduate,Urban,1,47,Yes,Commercial,19,17395,Own Damage,High,1000000,5000,5,Engine Protection,Third-Party
34,Male,Married,Student,Low,High School,Rural,3,51,No,Car,12,47344,Own Damage,Medium,200000,20000,5,Zero Depreciation,Third-Party
30,Female,Single,Retired,High,Postgraduate,Urban,2,47,Yes,Commercial,18,38583,Comprehensive,High,500000,5000,1,Engine Protection,Third-Party
41,Male,Single,Salaried,Medium,Postgraduate,Metro,4,52,No,Commercial,13,41847,Third-Party,Low,500000,5000,1,Engine Protection,Third-Party
60,Male,Single,Student,High,Doctorate,Urban,4,94,Yes,Bike,17,11795,Third-Party,Low,1000000,10000,3,Zero Depreciation,Third-Party
65,Female,Married,Student,High,Postgraduate,Rural,2,62,Yes,Commercial,18,31725,Comprehensive,High,1000000,10000,1,Roadside Assistance,Third-Party
21,Female,Single,Self-Employed,Medium,Graduate,Rural,1,44,No,SUV,5,19143,Own Damage,Low,500000,30000,1,NCB Protection,Own Damage + Add-ons
64,Male,Single,Student,Medium,Doctorate,Metro,4,47,Yes,SUV,18,48179,Comprehensive,High,100000,25000,3,Zero Depreciation,Third-Party
61,Male,Married,Student,High,Doctorate,Rural,2,42,Yes,Commercial,3,22058,Third-Party,Medium,1000000,25000,5,NCB Protection,Own Damage + Add-ons
63,Male,Married,Salaried,High,Postgraduate,Urban,5,82,Yes,Car,16,5543,Own Damage,Low,300000,25000,5,NCB Protection,Third-Party
30,Female,Married,Self-Employed,Low,Postgraduate,Metro,1,44,No,Bike,4,35785,Third-Party,High,100000,10000,1,Engine Protection,Third-Party
26,Male,Single,Student,High,High School,Rural,2,87,Yes,Bike,0,19398,Comprehensive,Low,1000000,10000,5,Zero Depreciation,Comprehensive
43,Female,Single,Self-Employed,Medium,Postgraduate,Urban,5,81,No,Commercial,11,42547,Comprehensive,Low,300000,10000,3,Zero Depreciation,Third-Party
64,Female,Married,Retired,Medium,High School,Urban,3,81,No,Car,3,26574,Own Damage,High,1000000,5000,5,Roadside Assistance,Comprehensive
33,Female,Single,Retired,Medium,Graduate,Rural,4,64,Yes,Bike,19,18434,Comprehensive,High,1000000,25000,1,NCB Protection,Third-Party
59,Male,Married,Student,Medium,Doctorate,Rural,2,71,No,SUV,13,28728,Comprehensive,High,100000,30000,3,Roadside Assistance,Third-Party
54,Male,Married,Salaried,High,Doctorate,Rural,1,55,No,Commercial,6,11375,Own Damage,High,300000,5000,5,None,Own Damage + Add-ons
60,Female,Single,Salaried,High,Postgraduate,Rural,5,50,No,Commercial,10,6470,Comprehensive,Low,500000,25000,5,NCB Protection,Third-Party
23,Female,Married,Self-Employed,Medium,Doctorate,Urban,2,63,No,Commercial,15,34303,Own Damage,High,200000,20000,5,Roadside Assistance,Third-Party
28,Female,Married,Self-Employed,Medium,Doctorate,Rural,2,80,No,Bike,9,19840,Comprehensive,High,500000,5000,3,Roadside Assistance,Third-Party
19,Female,Married,Student,Medium,Graduate,Urban,5,63,No,Commercial,19,37168,Comprehensive,High,300000,25000,3,NCB Protection,Third-Party
47,Female,Married,Student,Low,Doctorate,Urban,2,93,Yes,SUV,14,20906,Comprehensive,Medium,200000,15000,3,Roadside Assistance,Third-Party
36,Female,Single,Retired,High,High School,Urban,1,78,No,Bike,4,46806,Comprehensive,Low,100000,20000,3,None,Third-Party
40,Female,Single,Retired,Medium,Doctorate,Rural,4,99,Yes,SUV,13,14221,Third-Party,Medium,200000,5000,5,Zero Depreciation,Third-Party
64,Female,Married,Salaried,High,High School,Urban,1,85,Yes,Car,1,42409,Own Damage,High,100000,5000,1,None,Comprehensive
29,Male,Married,Retired,Low,High School,Metro,1,85,No,SUV,8,8618,Comprehensive,Low,100000,15000,1,NCB Protection,Own Damage + Add-ons
56,Male,Single,Salaried,High,High School,Rural,4,61,No,Commercial,8,14926,Own Damage,High,500000,10000,5,Engine Protection,Own Damage + Add-ons
23,Female,Married,Salaried,Low,High School,Metro,2,57,No,Commercial,6,28911,Own Damage,Medium,200000,15000,5,NCB Protection,Own Damage + Add-ons
60,Male,Married,Salaried,High,Graduate,Rural,5,56,Yes,SUV,7,39250,Third-Party,Low,100000,10000,3,Zero Depreciation,Own Damage + Add-ons
53,Female,Single,Student,Low,Graduate,Rural,5,40,No,SUV,4,49487,Comprehensive,High,200000,30000,1,None,Own Damage + Add-ons
63,Male,Single,Student,High,Doctorate,Metro,3,51,Yes,Car,0,41588,Comprehensive,Low,300000,5000,3,Roadside Assistance,Third-Party
59,Female,Single,Retired,Low,Graduate,Rural,1,62,No,Commercial,15,27394,Third-Party,Medium,500000,10000,3,Roadside Assistance,Third-Party
32,Male,Married,Student,Medium,High School,Rural,4,47,Yes,Car,11,20863,Comprehensive,Low,300000,15000,5,Engine Protection,Third-Party
53,Female,Single,Salaried,Medium,Graduate,Urban,5,72,No,Bike,9,26974,Third-Party,Medium,200000,25000,3,None,Third-Party
30,Female,Married,Student,High,Postgraduate,Rural,4,51,No,Car,9,21322,Comprehensive,Medium,1000000,20000,5,Roadside Assistance,Third-Party
25,Male,Single,Self-Employed,Low,Postgraduate,Metro,5,56,Yes,SUV,10,42916,Third-Party,Medium,200000,5000,1,NCB Protection,Third-Party
42,Male,Single,Retired,Medium,Graduate,Metro,4,69,Yes,Commercial,18,22658,Third-Party,Low,100000,20000,1,Roadside Assistance,Third-Party
41,Male,Single,Salaried,High,Postgraduate,Rural,1,78,No,Commercial,18,13370,Own Damage,Low,500000,15000,3,Zero Depreciation,Third-Party
48,Male,Married,Student,Low,Doctorate,Urban,3,82,No,SUV,2,30862,Third-Party,Low,1000000,30000,3,None,Comprehensive
57,Female,Married,Student,Low,Postgraduate,Metro,3,52,Yes,Commercial,14,15871,Comprehensive,Low,200000,20000,1,Roadside Assistance,Third-Party
30,Male,Married,Salaried,Low,Doctorate,Rural,1,99,No,Car,4,27545,Comprehensive,High,500000,25000,1,Roadside Assistance,Comprehensive
46,Female,Married,Retired,Low,Graduate,Rural,2,60,No,Commercial,15,39515,Comprehensive,High,100000,25000,1,Zero Depreciation,Third-Party
49,Female,Single,Student,High,High School,Metro,2,96,No,Bike,12,26342,Third-Party,High,200000,25000,5,Roadside Assistance,Third-Party
60,Female,Single,Self-Employed,Low,Graduate,Urban,4,48,No,SUV,12,6470,Comprehensive,Low,300000,15000,5,Engine Protection,Third-Party
54,Male,Married,Self-Employed,Low,Doctorate,Urban,1,94,No,SUV,12,19102,Third-Party,Medium,1000000,25000,3,None,Third-Party
35,Male,Single,Salaried,Medium,Postgraduate,Metro,1,67,No,SUV,15,30301,Third-Party,Medium,500000,30000,3,Roadside Assistance,Third-Party
43,Female,Single,Student,Low,Graduate,Metro,4,46,Yes,Bike,3,29377,Third-Party,High,200000,5000,3,NCB Protection,Third-Party
35,Female,Single,Retired,Low,Graduate,Metro,4,57,No,Commercial,9,6838,Comprehensive,High,500000,25000,3,Roadside Assistance,Own Damage + Add-ons
51,Male,Single,Self-Employed,Low,Graduate,Metro,5,89,Yes,Car,12,34717,Third-Party,Low,1000000,15000,1,Engine Protection,Third-Party
48,Male,Married,Retired,Low,Doctorate,Urban,3,81,Yes,SUV,2,38205,Comprehensive,Low,300000,25000,3,NCB Protection,Comprehensive
32,Female,Married,Student,High,Postgraduate,Metro,5,98,No,SUV,9,48435,Comprehensive,High,200000,20000,3,Engine Protection,Own Damage + Add-ons
54,Male,Married,Self-Employed,High,Graduate,Urban,4,72,Yes,Commercial,4,11824,Own Damage,Low,1000000,25000,3,Zero Depreciation,Own Damage + Add-ons
37,Female,Single,Retired,High,High School,Urban,4,85,No,Car,7,48854,Third-Party,High,100000,15000,1,NCB Protection,Third-Party
45,Male,Single,Self-Employed,Medium,Doctorate,Urban,4,62,Yes,Bike,0,12180,Comprehensive,High,200000,20000,3,NCB Protection,Third-Party
21,Female,Married,Retired,Low,Doctorate,Rural,5,92,Yes,Car,18,46433,Comprehensive,Low,100000,10000,3,Engine Protection,Third-Party
25,Male,Single,Self-Employed,High,Postgraduate,Rural,3,40,No,Car,7,18329,Third-Party,Low,300000,5000,1,Engine Protection,Third-Party
35,Male,Married,Salaried,High,High School,Rural,4,94,No,Bike,0,9443,Third-Party,High,300000,25000,5,Zero Depreciation,Comprehensive
49,Male,Single,Student,Medium,Graduate,Metro,2,78,No,Car,11,36608,Own Damage,High,200000,15000,3,NCB Protection,Third-Party
40,Female,Married,Salaried,Medium,Postgraduate,Rural,3,97,No,Bike,3,45649,Comprehensive,Medium,500000,5000,3,NCB Protection,Comprehensive
32,Female,Married,Self-Employed,Low,Doctorate,Rural,2,58,No,Car,4,35504,Own Damage,High,500000,30000,5,NCB Protection,Third-Party
61,Male,Married,Retired,Low,High School,Metro,2,58,No,Commercial,19,20725,Third-Party,Low,500000,20000,5,NCB Protection,Third-Party
24,Female,Married,Salaried,Low,Graduate,Rural,3,43,Yes,Bike,0,27176,Third-Party,Low,500000,15000,3,Zero Depreciation,Third-Party
65,Male,Married,Salaried,High,Doctorate,Urban,2,46,Yes,Commercial,14,34754,Comprehensive,Low,1000000,25000,3,Roadside Assistance,Third-Party
48,Male,Single,Student,Medium,Graduate,Urban,1,68,No,Car,0,23369,Own Damage,Medium,200000,25000,5,NCB Protection,Third-Party
49,Female,Married,Salaried,High,Postgraduate,Metro,5,87,No,Car,2,47734,Own Damage,Medium,500000,10000,3,None,Comprehensive
57,Male,Married,Student,Low,High School,Metro,4,78,Yes,Car,15,20614,Own Damage,Low,300000,30000,3,Zero Depreciation,Third-Party
31,Male,Single,Self-Employed,High,Postgraduate,Urban,1,50,Yes,Commercial,10,31651,Own Damage,High,200000,30000,5,Roadside Assistance,Third-Party
36,Female,Married,Salaried,Medium,Graduate,Metro,4,68,No,Commercial,14,7299,Third-Party,High,500000,30000,1,Engine Protection,Third-Party
67,Male,Single,Self-Employed,High,Graduate,Metro,4,47,No,Car,7,44418,Third-Party,High,100000,5000,5,Roadside Assistance,Third-Party
57,Female,Married,Self-Employed,Low,Doctorate,Metro,1,84,No,Car,10,12264,Comprehensive,High,200000,25000,5,Engine Protection,Third-Party
33,Female,Married,Retired,Low,High School,Metro,4,48,No,Bike,6,38967,Third-Party,Low,500000,30000,1,None,Third-Party
26,Female,Single,Salaried,Low,High School,Urban,3,44,No,SUV,6,34015,Third-Party,Medium,1000000,20000,3,Zero Depreciation,Own Damage + Add-ons
18,Male,Single,Retired,Low,Graduate,Metro,5,70,No,Bike,9,21283,Comprehensive,High,100000,20000,3,Roadside Assistance,Third-Party
42,Male,Single,Self-Employed,Medium,Graduate,Rural,4,49,No,SUV,18,22382,Third-Party,Low,100000,30000,3,Engine Protection,Third-Party
25,Male,Married,Retired,Medium,Graduate,Metro,5,82,No,SUV,19,22818,Comprehensive,Low,300000,20000,1,NCB Protection,Third-Party
56,Male,Single,Salaried,Low,Doctorate,Metro,2,63,No,Car,3,37780,Third-Party,High,500000,20000,5,None,Third-Party
49,Male,Married,Retired,Medium,Graduate,Urban,4,56,No,Commercial,13,31625,Third-Party,High,500000,5000,1,None,Third-Party
25,Male,Married,Student,Low,High School,Rural,2,86,Yes,Car,1,12568,Own Damage,High,200000,10000,1,Zero Depreciation,Comprehensive
30,Male,Single,Retired,High,High School,Metro,5,50,Yes,Car,8,24857,Comprehensive,Medium,300000,10000,5,Zero Depreciation,Third-Party
20,Male,Married,Self-Employed,High,Doctorate,Metro,1,73,No,Bike,1,28542,Own Damage,High,100000,15000,5,Zero Depreciation,Third-Party
19,Female,Single,Student,High,High School,Urban,5,63,No,SUV,16,25923,Own Damage,High,1000000,30000,5,Zero Depreciation,Third-Party
62,Female,Married,Self-Employed,Medium,Doctorate,Metro,3,47,No,Bike,9,5909,Own Damage,Low,500000,5000,1,NCB Protection,Third-Party
45,Male,Single,Retired,Low,Postgraduate,Metro,3,96,No,Car,4,23777,Own Damage,Medium,100000,15000,5,None,Comprehensive
21,Female,Married,Student,High,Graduate,Metro,5,83,No,SUV,3,19787,Own Damage,Low,500000,25000,3,NCB Protection,Comprehensive
40,Female,Married,Self-Employed,Medium,Graduate,Urban,5,78,No,Bike,18,37596,Comprehensive,Low,500000,15000,5,Zero Depreciation,Third-Party
51,Male,Single,Student,Medium,High School,Metro,2,63,No,Bike,6,16654,Own Damage,Low,1000000,20000,1,Roadside Assistance,Third-Party
24,Female,Single,Retired,Medium,Graduate,Rural,2,41,No,Bike,8,32386,Comprehensive,High,1000000,30000,5,Engine Protection,Third-Party
47,Female,Married,Retired,Medium,High School,Metro,4,47,No,Car,19,33621,Own Damage,High,1000000,10000,3,Roadside Assistance,Third-Party
26,Female,Single,Self-Employed,Low,Graduate,Urban,2,70,No,Commercial,2,30774,Third-Party,High,200000,10000,1,None,Own Damage + Add-ons
36,Female,Married,Salaried,Medium,Doctorate,Rural,1,86,No,Commercial,5,20174,Third-Party,High,1000000,10000,5,None,Own Damage + Add-ons
26,Female,Single,Retired,Medium,Graduate,Urban,1,83,Yes,Car,4,40402,Third-Party,High,1000000,5000,5,NCB Protection,Comprehensive
40,Female,Married,Self-Employed,Low,Doctorate,Metro,2,74,No,SUV,12,43186,Third-Party,Low,1000000,20000,5,Engine Protection,Third-Party
28,Female,Single,Retired,Low,Graduate,Metro,5,97,Yes,SUV,12,32326,Comprehensive,Medium,1000000,15000,3,Zero Depreciation,Third-Party
30,Female,Single,Self-Employed,High,Doctorate,Urban,5,43,No,SUV,1,47546,Own Damage,Medium,300000,25000,5,Zero Depreciation,Own Damage + Add-ons
46,Female,Single,Salaried,Low,Doctorate,Metro,1,51,Yes,Bike,17,19537,Comprehensive,Medium,200000,5000,5,Roadside Assistance,Third-Party
48,Female,Single,Student,Medium,Postgraduate,Rural,5,94,No,SUV,4,49290,Comprehensive,High,500000,25000,1,Engine Protection,Comprehensive
25,Female,Single,Student,High,High School,Urban,3,78,No,Car,13,25574,Comprehensive,Low,200000,5000,3,NCB Protection,Third-Party
63,Female,Married,Self-Employed,Low,Graduate,Metro,5,55,No,Commercial,18,18989,Own Damage,Medium,200000,20000,5,Zero Depreciation,Third-Party
36,Male,Married,Self-Employed,Low,Graduate,Rural,1,61,No,Car,18,19420,Third-Party,Medium,200000,5000,1,None,Third-Party
22,Female,Married,Retired,High,High School,Metro,4,56,No,Commercial,12,31584,Third-Party,Medium,1000000,25000,3,Zero Depreciation,Third-Party
65,Male,Single,Salaried,Low,Doctorate,Metro,2,64,Yes,Car,9,29845,Comprehensive,High,200000,5000,1,Engine Protection,Third-Party
44,Male,Married,Retired,High,Postgraduate,Urban,2,90,No,Bike,16,16499,Third-Party,High,300000,20000,3,None,Third-Party
56,Female,Single,Salaried,Medium,High School,Rural,4,97,No,Commercial,13,34221,Third-Party,Medium,500000,10000,1,NCB Protection,Third-Party
31,Female,Single,Salaried,Low,Graduate,Rural,3,54,No,Commercial,0,5636,Own Damage,High,200000,5000,1,Zero Depreciation,Own Damage + Add-ons
39,Female,Single,Student,Medium,High School,Rural,3,59,Yes,Bike,0,36987,Comprehensive,High,500000,25000,5,None,Third-Party
39,Male,Single,Salaried,High,Postgraduate,Metro,4,70,No,Bike,2,27109,Comprehensive,Medium,100000,30000,1,NCB Protection,Third-Party
22,Male,Single,Self-Employed,Low,Postgraduate,Metro,5,89,No,Car,6,35588,Comprehensive,High,100000,25000,3,Engine Protection,Third-Party
